chr1	10469	+1	0	0
chr1	10470	-1	3	4
chr1	10471	+1	0	2
chr1	10472	-1	2	4
chr1	10484	+1	1	3
chr1	10485	-1	4	4
chr1	10489	+1	3	3
chr1	10490	-1	7	7
chr1	10493	+1	2	3
chr1	10494	-1	10	11
chr1	10497	+1	4	4
chr1	10498	-1	13	14
chr1	10525	+1	3	3
chr1	10526	-1	24	26
chr1	10542	+1	3	3
chr1	10543	-1	21	24
chr1	10563	+1	4	7
chr1	10564	-1	19	22
chr1	10571	+1	4	9
chr1	10572	-1	21	22
chr1	10577	+1	3	10
chr1	10578	-1	18	22
chr1	10579	+1	3	10
chr1	10580	-1	14	18
chr1	10589	+1	4	10
chr1	10590	-1	7	12
chr1	10609	+1	0	6
chr1	10610	-1	3	4
chr1	10617	+1	0	6
chr1	10618	-1	2	2
chr1	10620	+1	0	6
chr1	10621	-1	1	1
chr1	10631	+1	0	4
chr1	10632	-1	0	0
chr1	10633	+1	0	4
chr1	10634	-1	0	0
chr1	10636	+1	0	0
chr1	10637	-1	0	0
chr1	10638	+1	0	0
chr1	10639	-1	0	0
chr1	10641	+1	0	0
chr1	10642	-1	0	0
chr1	10644	+1	0	0
chr1	10645	-1	0	0
chr1	10650	+1	0	0
chr1	10651	-1	0	0
chr1	10660	+1	0	0
chr1	10661	-1	0	0
chr1	10662	+1	0	0
chr1	10663	-1	0	0
chr1	10665	+1	0	0
chr1	10666	-1	0	0
chr1	10667	+1	0	0
chr1	10668	-1	0	0
chr1	10670	+1	0	0
chr1	10671	-1	0	0
chr1	10673	+1	0	0
chr1	10674	-1	0	0
chr1	10679	+1	0	0
chr1	10680	-1	0	0
chr1	10689	+1	0	0
chr1	10690	-1	0	0
chr1	10691	+1	0	0
chr1	10692	-1	0	0
chr1	10694	+1	0	0
chr1	10695	-1	0	0
chr1	10696	+1	0	0
chr1	10697	-1	0	0
chr1	10699	+1	0	0
chr1	10700	-1	0	0
chr1	10702	+1	0	0
chr1	10703	-1	0	0
chr1	10708	+1	0	0
chr1	10709	-1	0	0
chr1	10718	+1	0	0
chr1	10719	-1	0	0
chr1	10720	+1	0	0
chr1	10721	-1	0	0
chr1	10723	+1	0	0
chr1	10724	-1	0	0
chr1	10725	+1	0	0
chr1	10726	-1	0	0
chr1	10728	+1	0	0
chr1	10729	-1	0	0
chr1	10731	+1	0	0
chr1	10732	-1	0	0
chr1	10737	+1	0	0
chr1	10738	-1	0	0
chr1	10747	+1	0	0
chr1	10748	-1	0	0
chr1	10749	+1	0	0
chr1	10750	-1	0	0
chr1	10752	+1	0	0
chr1	10753	-1	0	0
chr1	10754	+1	0	0
chr1	10755	-1	0	0
chr1	10757	+1	0	0
chr1	10758	-1	0	0
chr1	10760	+1	0	0
chr1	10761	-1	0	0
chr1	10766	+1	0	0
chr1	10767	-1	0	0
chr1	10776	+1	0	0
chr1	10777	-1	0	0
chr1	10778	+1	0	0
chr1	10779	-1	0	0
chr1	10781	+1	0	0
chr1	10782	-1	0	0
chr1	10783	+1	0	0
chr1	10784	-1	0	0
chr1	10786	+1	0	0
chr1	10787	-1	0	0
chr1	10789	+1	0	0
chr1	10790	-1	0	0
chr1	10795	+1	0	0
chr1	10796	-1	0	0
chr1	10811	+1	0	0
chr1	10812	-1	0	0
chr1	10813	+1	0	0
chr1	10814	-1	0	0
chr1	10816	+1	0	0
chr1	10817	-1	0	0
chr1	10827	+1	0	1
chr1	10828	-1	0	0
chr1	10832	+1	1	2
chr1	10833	-1	0	0
chr1	10838	+1	0	2
chr1	10839	-1	0	0
chr1	10848	+1	1	2
chr1	10849	-1	0	0
chr1	10850	+1	2	2
chr1	10851	-1	0	0
chr1	10853	+1	2	2
chr1	10854	-1	0	0
chr1	10855	+1	0	2
chr1	10856	-1	0	0
chr1	10858	+1	0	2
chr1	10859	-1	0	0
chr1	10861	+1	1	2
chr1	10862	-1	0	0
chr1	10867	+1	3	3
chr1	10868	-1	0	0
chr1	10885	+1	3	3
chr1	10886	-1	0	0
chr1	10887	+1	2	3
chr1	10888	-1	0	0
chr1	10903	+1	3	3
chr1	10904	-1	0	0
chr1	10908	+1	3	3
chr1	10909	-1	0	0
chr1	10914	+1	3	3
chr1	10915	-1	0	0
chr1	10924	+1	3	3
chr1	10925	-1	0	0
chr1	10929	+1	2	3
chr1	10930	-1	0	0
chr1	10931	+1	0	3
chr1	10932	-1	0	0
chr1	10934	+1	0	3
chr1	10935	-1	0	0
chr1	10937	+1	3	3
chr1	10938	-1	0	0
chr1	10943	+1	2	2
chr1	10944	-1	0	0
chr1	10961	+1	0	2
chr1	10962	-1	0	0
chr1	10963	+1	2	2
chr1	10964	-1	0	0
chr1	10979	+1	0	0
chr1	10980	-1	0	0
chr1	10984	+1	0	0
chr1	10985	-1	0	0
chr1	10990	+1	0	0
chr1	10991	-1	0	0
chr1	10998	+1	0	0
chr1	10999	-1	0	0
chr1	11008	+1	0	0
chr1	11009	-1	0	0
chr1	11012	+1	0	0
chr1	11013	-1	0	0
chr1	11027	+1	0	0
chr1	11028	-1	0	0
chr1	11048	+1	0	0
chr1	11049	-1	0	0
chr1	11052	+1	0	0
chr1	11053	-1	0	0
chr1	11055	+1	0	0
chr1	11056	-1	0	0
chr1	11058	+1	0	0
chr1	11059	-1	0	0
chr1	11068	+1	0	0
chr1	11069	-1	0	0
chr1	11082	+1	0	0
chr1	11083	-1	0	0
chr1	11085	+1	0	0
chr1	11086	-1	0	0
chr1	11091	+1	0	0
chr1	11092	-1	0	0
chr1	11093	+1	0	0
chr1	11094	-1	0	0
chr1	11105	+1	0	0
chr1	11106	-1	0	0
chr1	11110	+1	0	0
